access_group_id,id,asset_id,set_type_code,set_type_size,found_in_api
6,SIMPNG,dbs-web,text_format,NT,no
6,SJATBL,dbs-web,text_format,NT,no
6,SJATBL,dbs-web,text_plain,NT,no
7,SJPSTYS1DA,dbp-prod,audio,S,no
7,SJPSTYS1DA,dbp-prod,audio,S,no
7,SKNNVSP1DA,dbp-prod,audio,NTPOTP,no
7,SKNNVSP1DA,dbp-prod,audio,NTPOTP,no
7,SKNNVSP2DA,dbp-prod,audio_drama,NTPOTP,no
7,SKNNVSP2DA,dbp-prod,audio_drama,NTPOTP,no
7,SKNNVSP2DA16,dbp-prod,audio_drama,NTPOTP,no
7,SKNNVSP2DA16,dbp-prod,audio_drama,NTPOTP,no
6,SLLTBL,dbs-web,text_format,NT,no
6,SLLTBL,dbs-web,text_plain,NT,no
6,SMKWBT,dbs-web,text_format,NT,no
6,SMKWBT,dbs-web,text_plain,NT,no
7,SNABSZN2DA,dbp-prod,audio_drama,NT,no
7,SNABSZN2DA,dbp-prod,audio_drama,NT,no
6,SNCPNG,dbs-web,text_format,NT,no
6,SNCPNG,dbs-web,text_plain,NT,no
6,SNNWBT,dbs-web,text_format,NT,no
6,SNNWBT,dbs-web,text_plain,NT,no
6,SNPSLV,dbs-web,text_format,NT,no
6,SNPSLV,dbs-web,text_plain,NT,no
6,SNPWBT,dbs-web,text_plain,NT,no
6,SNPWBT,dbs-web,text_format,NT,no
6,SNYWBT,dbs-web,text_plain,NT,no
6,SNYWBT,dbs-web,text_format,NT,no
7,SOMM20,dbp-prod,text_plain,C,no
7,SOMM20,dbp-prod,text_plain,C,no
6,SOMSIM,dbs-web,text_format,C,no
6,SOMSIM,dbs-web,text_plain,C,no
6,SOQWBT,dbs-web,text_plain,NT,no
6,SOQWBT,dbs-web,text_format,NTOTP,no
7,SOTBSAN2DA,dbp-prod,audio_drama,NT,no
7,SOTBSAN2DA,dbp-prod,audio_drama,NT,no
6,SOYSIM,dbs-web,text_plain,NT,no
6,SOYSIM,dbs-web,text_format,NT,no
7,SPANVIP2DV,dbp-vid,video_stream,NTP,no
7,SPANVIP2DV,dbp-vid,video_stream,NTP,no
2,SPARV09,dbs-web,text_plain,C,no
2,SPARV09,dbs-web,text_format,C,no
6,SPLWBT,dbs-web,text_plain,NT,no
6,SPLWBT,dbs-web,text_format,NT,no
7,SPNPDT,dbp-prod,text_plain,C,no
7,SPNPDT,dbp-prod,text_plain,C,no
2,SPNR02,dbp-prod,text_plain,C,no
2,SPNRVC,dbp-prod,text_plain,C,no
2,SPNRVC,dbp-prod,text_format,C,no
2,SPNSEV,dbp-prod,text_plain,C,no
6,SPPTBL,dbs-web,text_plain,NT,no
6,SPPTBL,dbs-web,text_format,NTOTP,no
6,SPSWBT,dbs-web,text_plain,NT,no
6,SPSWBT,dbs-web,text_format,NTOTP,no
6,SPYWBT,dbs-web,text_plain,NTOTP,no
6,SPYWBT,dbs-web,text_format,NT,no
7,SRBBSIN2DA,dbp-prod,audio_drama,NT,no
7,SRBBSIN2DA,dbp-prod,audio_drama,NT,no
6,SRIWBT,dbs-web,text_plain,NT,no
6,SRIWBT,dbs-web,text_format,NT,no
6,SRMWBT,dbs-web,text_plain,NT,no
6,SRMWBT,dbs-web,text_format,NT,no
6,SRNBSS,dbs-web,text_plain,NT,no
6,SRNBSS,dbs-web,text_format,NT,no
6,SRPERV,dbs-web,text_format,C,no
6,SRPERV,dbs-web,text_plain,C,no
6,SSDWBT,dbs-web,text_format,NTOTP,no
6,SSDWBT,dbs-web,text_plain,NTOTP,no
6,SSGWBT,dbs-web,text_format,NT,no
6,SSGWBT,dbs-web,text_plain,NT,no
6,SSXPNG,dbs-web,text_format,NTOTP,no
6,SSXPNG,dbs-web,text_plain,NTOTP,no
6,STPTBL,dbs-web,text_format,NT,no
6,STPTBL,dbs-web,text_plain,NT,no
7,SUACLV,dbp-prod,text_plain,NT,no
7,SUACLV,dbp-prod,text_plain,NT,no
7,SUACLVN2DA,dbp-prod,audio_drama,NT,no
7,SUACLVN2DA,dbp-prod,audio_drama,NT,no
6,SUATBL,dbs-web,text_plain,NT,no
6,SUATBL,dbs-web,text_format,NT,no
6,SUEWBT,dbs-web,text_plain,NT,no
6,SUEWBT,dbs-web,text_format,NT,no
6,SUSAPB,dbs-web,text_plain,NTOTP,no
6,SUSAPB,dbs-web,text_format,NTOTP,no
6,SUSPBT,dbs-web,text_format,NT,no
6,SUSPBT,dbs-web,text_plain,NT,no
7,SUSPBTP2DV,dbp-vid,video_stream,NTP,no
7,SUSPBTP2DV,dbp-vid,video_stream,NTP,no
6,SUZWBT,dbs-web,text_format,C,no
6,SUZWBT,dbs-web,text_plain,C,no
7,SWDIBSP1DA,dbp-prod,audio,NTP,no
7,SWDIBSP1DA,dbp-prod,audio,NTP,no
2,SWES17,dbp-prod,text_plain,C,no
6,SWHPOR,dbs-web,text_format,NTP,no
6,SWHPOR,dbs-web,text_plain,NTP,no
6,SWPPNG,dbs-web,text_format,NTPOTP,no
6,SWPPNG,dbs-web,text_plain,NTOTP,no
7,SWZBSSN2DA,dbp-prod,audio_drama,NT,no
7,SWZBSSN2DA,dbp-prod,audio_drama,NT,no
6,SXBWBT,dbs-web,text_format,NT,no
6,SXBWBT,dbs-web,text_plain,NT,no
6,TABIBT,dbs-web,text_format,NT,no
6,TABIBT,dbs-web,text_plain,NT,no
6,TACPBC,dbs-web,text_plain,NT,no
6,TACPBC,dbs-web,text_format,NT,no
6,TAJWBT,dbs-web,text_plain,NT,no
6,TAJWBT,dbs-web,text_format,NT,no
6,TAMERV,dbs-web,text_plain,C,no
6,TAMERV,dbs-web,text_format,C,no
6,TAMOTB,dbs-web,text_format,NTP,no
6,TAMOTB,dbs-web,text_plain,NTP,no
6,TATIBT,dbs-web,text_format,NTP,no
6,TATIBT,dbs-web,text_plain,NTP,no
6,TAVWBT,dbs-web,text_plain,NT,no
6,TAVWBT,dbs-web,text_format,NT,no
6,TAWTNT,dbs-web,text_plain,NT,no
6,TAWTNT,dbs-web,text_format,NT,no
6,TBCPNG,dbs-web,text_format,NT,no
6,TBCPNG,dbs-web,text_plain,NT,no
6,TBGNOR,dbs-web,text_plain,NTPOTP,no
6,TBGWBT,dbs-web,text_plain,NTOTP,no
6,TBGWBT,dbs-web,text_format,NTOTP,no
6,TBLWBT,dbs-web,text_plain,NTP,no
6,TBLWBT,dbs-web,text_format,NTP,no
6,TBOWBT,dbs-web,text_plain,NT,no
6,TBOWBT,dbs-web,text_format,NT,no
7,TBTPTBP1DA,dbp-prod,audio,NTP,no
7,TBTPTBP1DA,dbp-prod,audio,NTP,no
7,TBTPTBP2DA,dbp-prod,audio_drama,NTP,no
7,TBTPTBP2DA,dbp-prod,audio_drama,NTP,no
7,TBTWBTP2DV,dbp-vid,video_stream,NTP,no
7,TBTWBTP2DV,dbp-vid,video_stream,NTP,no
6,TBZBSB,dbs-web,text_format,C,no
6,TBZBSB,dbs-web,text_plain,C,no
6,TCATBL,dbs-web,text_format,NT,no
6,TCATBL,dbs-web,text_plain,NT,no
7,TCVOVVN2DA,dbp-prod,audio_drama,NT,no
7,TCVOVVN2DA,dbp-prod,audio_drama,NT,no
7,TCVOVVN2DA16,dbp-prod,audio_drama,NT,no
7,TCVOVVN2DA16,dbp-prod,audio_drama,NT,no
7,TCWOVVN2DA,dbp-prod,audio_drama,NT,no
7,TCWOVVN2DA,dbp-prod,audio_drama,NT,no
7,TCWOVVN2DA16,dbp-prod,audio_drama,NT,no
7,TCWOVVN2DA16,dbp-prod,audio_drama,NT,no
7,TDBSTYS1DA,dbp-prod,audio,S,no
7,TDBSTYS1DA,dbp-prod,audio,S,no
6,TDTUBB,dbs-web,text_format,NTPOTP,no
6,TDTUBB,dbs-web,text_plain,NTPOTP,no
6,TEETBL,dbs-web,text_plain,NT,no
6,TEETBL,dbs-web,text_format,NT,no
6,TELOTB,dbs-web,text_format,NTP,no
6,TELOTB,dbs-web,text_plain,NTP,no
7,TEOBSUP2DV,dbp-vid,video_stream,NTP,no
7,TEOBSUP2DV,dbp-vid,video_stream,NTP,no
6,TERTBL,dbs-web,text_plain,NT,no
6,TERTBL,dbs-web,text_format,NT,no
6,TETTET,dbs-web,text_format,NTOTP,no
6,TETTET,dbs-web,text_plain,NTOTP,no
6,TEWBDV,dbs-web,text_plain,NTP,no
6,TEWBDV,dbs-web,text_format,NTP,no
6,TFRWBT,dbs-web,text_format,NTOTP,no
6,TFRWBT,dbs-web,text_plain,NT,no
6,TGKIB2,dbs-web,text_plain,NTP,no
6,TGKIBC,dbs-web,text_format,C,no
6,TGKIBC,dbs-web,text_plain,C,no
6,TGKIBT,dbs-web,text_format,NTPOTP,no
6,TGKIBT,dbs-web,text_plain,NTPOTP,no
7,TGKIBTP2DV,dbp-vid,video_stream,NTP,no
7,TGKIBTP2DV,dbp-vid,video_stream,NTP,no
7,TGLMBB,dbp-prod,text_plain,NT,no
7,TGLMBB,dbp-prod,text_plain,NT,no
7,TGLMBBN2DA,dbp-prod,audio_drama,NT,no
7,TGLMBBN2DA,dbp-prod,audio_drama,NT,no
2,TGLTAB,dbp-prod,text_plain,C,no
6,TGOWBT,dbs-web,text_plain,NTOTP,no
6,TGOWBT,dbs-web,text_format,NTOTP,no
6,TGPWBT,dbs-web,text_format,NT,no
6,TGPWBT,dbs-web,text_plain,NT,no
6,THAERV,dbs-web,text_plain,C,no
6,THAERV,dbs-web,text_format,C,no
6,THAKJV,dbs-web,text_format,C,no
6,THAKJV,dbs-web,text_plain,NT,no
7,THKBTLP2DV,dbp-vid,video_stream,NTP,no
7,THKBTLP2DV,dbp-vid,video_stream,NTP,no
6,TIFWBT,dbs-web,text_plain,NT,no
6,TIFWBT,dbs-web,text_format,NT,no
6,TIMTBL,dbs-web,text_plain,NT,no
6,TIMTBL,dbs-web,text_format,NT,no
6,TIYWBT,dbs-web,text_format,NT,no
6,TIYWBT,dbs-web,text_plain,NT,no
6,TKEWBT,dbs-web,text_format,NTP,no
6,TKEWBT,dbs-web,text_plain,NTP,no
6,TKRIBT,dbs-web,text_format,OTP,no
6,TKRIBT,dbs-web,text_plain,OTP,no
6,TKUWBT,dbs-web,text_plain,NT,no
6,TKUWBT,dbs-web,text_format,NT,no
6,TLFWBT,dbs-web,text_format,NT,no
6,TLFWBT,dbs-web,text_plain,NT,no
6,TNAWBT,dbs-web,text_format,NT,no
6,TNAWBT,dbs-web,text_plain,NT,no
6,TNCBLI,dbs-web,text_format,NTP,no
6,TNCBLI,dbs-web,text_plain,NTP,no
6,TNKWBT,dbs-web,text_format,NT,no
6,TNKWBT,dbs-web,text_plain,NT,no
6,TNNTNT,dbs-web,text_format,NT,no
6,TNNTNT,dbs-web,text_plain,NT,no
6,TNPTNP,dbs-web,text_plain,NT,no
6,TNPTNP,dbs-web,text_format,NT,no
6,TOCTBL,dbs-web,text_format,NT,no
6,TOCTBL,dbs-web,text_plain,NT,no
7,TODPBT,dbp-prod,text_plain,NTPOTP,no
6,TODPBT,dbs-web,text_plain,NTPOTP,no
7,TODPBT,dbp-prod,text_format,NTPOTP,no
7,TODPBT,dbp-prod,text_format,NTPOTP,no
6,TODPBT,dbs-web,text_format,NTPOTP,no
7,TODPBT,dbp-prod,text_plain,NTPOTP,no
6,TOJWBT,dbs-web,text_format,NT,no
6,TOJWBT,dbs-web,text_plain,NT,no
6,TONBAX,dbs-web,text_format,C,no
6,TONBAX,dbs-web,text_plain,C,no
2,TONRWT,dbp-prod,text_format,C,no
2,TONRWT,dbp-prod,text_plain,C,no
6,TOOWBT,dbs-web,text_plain,NT,no
6,TOOWBT,dbs-web,text_format,NT,no
6,TOPWBT,dbs-web,text_format,NT,no
6,TOPWBT,dbs-web,text_plain,NT,no
6,TOSTBL,dbs-web,text_format,NT,no
6,TOSTBL,dbs-web,text_plain,NT,no
6,TPAMRK,dbs-web,text_plain,NTP,no
6,TPAMRK,dbs-web,text_format,NTP,no
6,TPIPNG,dbs-web,text_plain,OT,no
6,TPIPNG,dbs-web,text_format,C,no
7,TPMGIL,dbp-prod,text_plain,NT,no
7,TPMGIL,dbp-prod,text_format,NT,no
7,TPMGIL,dbp-prod,text_plain,NT,no
7,TPMGIL,dbp-prod,text_format,NT,no
6,TPTTBL,dbs-web,text_plain,NT,no
6,TPTTBL,dbs-web,text_format,NT,no
6,TPZWBT,dbs-web,text_plain,NT,no
6,TPZWBT,dbs-web,text_format,NT,no
6,TRCWBT,dbs-web,text_format,NT,no
6,TRCWBT,dbs-web,text_plain,NT,no
7,TRPBSIN2DA,dbp-prod,audio_drama,NT,no
7,TRPBSIN2DA,dbp-prod,audio_drama,NT,no
7,TSNSAFN2DA,dbp-prod,audio_drama,NT,no
7,TSNSAFN2DA,dbp-prod,audio_drama,NT,no
7,TSOMLTN2DA,dbp-prod,audio_drama,NT,no
7,TSOMLTN2DA,dbp-prod,audio_drama,NT,no
7,TSVBSGN1DA,dbp-prod,audio,NT,no
7,TSVBSGN1DA,dbp-prod,audio,NT,no
7,TSVBSGN1DA16,dbp-prod,audio,NT,no
7,TSVBSGN1DA16,dbp-prod,audio,NT,no
7,TSVBSGN2DA,dbp-prod,audio_drama,NT,no
7,TSVBSGN2DA,dbp-prod,audio_drama,NT,no
7,TSVBSGN2DA16,dbp-prod,audio_drama,NT,no
7,TSVBSGN2DA16,dbp-prod,audio_drama,NT,no
6,TSWWBT,dbs-web,text_plain,NT,no
6,TSWWBT,dbs-web,text_format,NT,no
6,TTCWBT,dbs-web,text_format,NT,no
6,TTCWBT,dbs-web,text_plain,NT,no
6,TTETBL,dbs-web,text_plain,NT,no
6,TTETBL,dbs-web,text_format,NT,no
7,TU2WBT,dbp-prod,text_plain,NTOTP,no
7,TU2WBT,dbp-prod,text_plain,NTOTP,no
7,TUCOOV,dbp-prod,text_plain,NTOTP,no
7,TUCOOV,dbp-prod,text_plain,NTOTP,no
6,TUCSNT,dbs-web,text_plain,NTOTP,no
6,TUCSNT,dbs-web,text_format,NTOTP,no
6,TUCTNT,dbs-web,text_plain,NTOTP,no
6,TUCTNT,dbs-web,text_format,NTOTP,no
6,TUEWBT,dbs-web,text_plain,NT,no
6,TUEWBT,dbs-web,text_format,NT,no
6,TUFWYI,dbs-web,text_format,NT,no
6,TUFWYI,dbs-web,text_plain,NT,no
6,TUKIBC,dbs-web,text_plain,NT,no
6,TUKIBC,dbs-web,text_format,NT,no
6,TUKIBL,dbs-web,text_plain,NT,no
6,TUKIBT,dbs-web,text_format,C,no
6,TUKIBT,dbs-web,text_plain,C,no
7,TUKIBTP2DV,dbp-vid,video_stream,NTP,no
7,TUKIBTP2DV,dbp-vid,video_stream,NTP,no
6,TUKIL2,dbs-web,text_plain,C,no
6,TUOWBT,dbs-web,text_plain,NT,no
6,TUOWBT,dbs-web,text_format,NTOTP,no
6,TURERV,dbs-web,text_format,NT,no
6,TURERV,dbs-web,text_plain,NT,no
6,TVKWBT,dbs-web,text_plain,NTP,no
6,TVKWBT,dbs-web,text_format,NTOTP,no
6,TXQUBB,dbs-web,text_format,NTOTP,no
6,TXQUBB,dbs-web,text_plain,NTOTP,no
6,TXUTBL,dbs-web,text_format,NT,no
6,TXUTBL,dbs-web,text_plain,NT,no
6,TYVIBT,dbs-web,text_format,C,no
6,TYVIBT,dbs-web,text_plain,OT,no
7,TYVIBTP2DV,dbp-vid,video_stream,NTP,no
7,TYVIBTP2DV,dbp-vid,video_stream,NTP,no
6,TZCWBT,dbs-web,text_plain,NT,no
6,TZCWBT,dbs-web,text_format,NT,no
6,TZEWBT,dbs-web,text_plain,NT,no
6,TZEWBT,dbs-web,text_format,NT,no
6,TZJEAS,dbs-web,text_format,NT,no
6,TZJEAS,dbs-web,text_plain,NT,no
6,TZJWES,dbs-web,text_format,NT,no
6,TZJWES,dbs-web,text_plain,NT,no
6,TZOSAN,dbs-web,text_format,NT,no
6,TZOSAN,dbs-web,text_plain,NT,no
6,TZOWBT,dbs-web,text_plain,NT,no
6,TZOWBT,dbs-web,text_format,NT,no
6,TZOZIN,dbs-web,text_format,NT,no
6,TZOZIN,dbs-web,text_plain,NT,no
6,UBRTBL,dbs-web,text_format,NTOTP,no
6,UBRTBL,dbs-web,text_plain,NTOTP,no
6,UBUKAL,dbs-web,text_format,NT,no
6,UBUKAL,dbs-web,text_plain,NT,no
6,UBUNPG,dbs-web,text_format,NT,no
6,UBUNPG,dbs-web,text_plain,NT,no
6,UBUU98,dbs-web,text_format,NT,no
6,UBUU98,dbs-web,text_plain,NT,no
7,UDMIBTP2DV,dbp-vid,video_stream,NTP,no
7,UDMIBTP2DV,dbp-vid,video_stream,NTP,no
6,UDUSIM,dbs-web,text_format,NTOTP,no
6,UDUSIM,dbs-web,text_plain,NT,no
6,UKRERV,dbs-web,text_plain,NT,no
6,UKRERV,dbs-web,text_format,NT,no
2,UKRO30,dbp-prod,text_plain,C,no
6,URATBL,dbs-web,text_format,NT,no
6,URATBL,dbs-web,text_plain,NT,no
6,URBWBT,dbs-web,text_format,NT,no
6,URBWBT,dbs-web,text_plain,NT,no
7,URDBSIN2DA,dbp-prod,audio_drama,NT,no
7,URDBSIN2DA,dbp-prod,audio_drama,NT,no
6,URDERV,dbs-web,text_plain,C,no
6,URDERV,dbs-web,text_format,C,no
6,URDOUB,dbs-web,text_format,NT,no
6,URDOUB,dbs-web,text_plain,NT,no
6,USAWBT,dbs-web,text_format,NT,no
6,USAWBT,dbs-web,text_plain,NT,no
6,USPWBT,dbs-web,text_plain,NT,no
6,USPWBT,dbs-web,text_format,NT,no
6,UVLUVL,dbs-web,text_format,NT,no
6,UVLUVL,dbs-web,text_plain,NT,no
6,UZBIB2,dbs-web,text_format,C,no
6,UZBIB2,dbs-web,text_plain,C,no
6,UZBIBL,dbs-web,text_format,NTOTP,no
6,UZBIBL,dbs-web,text_plain,NTOTP,no
6,UZBIBT,dbs-web,text_plain,NT,no
6,UZBIBT,dbs-web,text_format,NTOTP,no
7,VENSAFN2DA,dbp-prod,audio_drama,NT,no
7,VENSAFN2DA,dbp-prod,audio_drama,NT,no
6,VIDWFW,dbs-web,text_format,NT,no
6,VIDWFW,dbs-web,text_plain,NT,no
6,VIEERV,dbs-web,text_plain,C,no
6,VIEERV,dbs-web,text_format,C,no
7,VIEV34,dbp-prod,text_plain,C,no
7,VIEV34,dbp-prod,text_plain,C,no
6,VIVWBT,dbs-web,text_plain,NT,no
6,VIVWBT,dbs-web,text_format,NT,no
6,VMYTBL,dbs-web,text_plain,NT,no
6,VMYTBL,dbs-web,text_format,NT,no
6,WAJWBT,dbs-web,text_format,NT,no
6,WAJWBT,dbs-web,text_plain,NT,no
6,WALSIM,dbs-web,text_plain,C,no
6,WALSIM,dbs-web,text_format,NTPOTP,no
6,WAPWBT,dbs-web,text_format,NT,no
6,WAPWBT,dbs-web,text_plain,NT,no
6,WATWAT,dbs-web,text_plain,OTP,no
6,WATWAT,dbs-web,text_format,OTP,no
6,WEDTOP,dbs-web,text_plain,NTP,no
6,WEDTOP,dbs-web,text_format,NTP,no
6,WEDWBT,dbs-web,text_format,NTP,no
6,WEDWBT,dbs-web,text_plain,NTP,no
6,WERWBT,dbs-web,text_plain,NT,no
6,WERWBT,dbs-web,text_format,NT,no
6,WIUTBL,dbs-web,text_format,NT,no
6,WIUTBL,dbs-web,text_plain,NT,no
6,WMWWYI,dbs-web,text_format,NT,no
6,WMWWYI,dbs-web,text_plain,NT,no
6,WNCPNG,dbs-web,text_plain,NTOTP,no
6,WNCPNG,dbs-web,text_format,NTOTP,no
6,WNUPNG,dbs-web,text_plain,NT,no
6,WNUPNG,dbs-web,text_format,NT,no
6,WOSWBT,dbs-web,text_format,NTOTP,no
6,WOSWBT,dbs-web,text_plain,NTOTP,no
6,WRSPNG,dbs-web,text_plain,NTOTP,no
6,WRSPNG,dbs-web,text_format,NTOTP,no
6,WSKPNG,dbs-web,text_plain,NTOTP,no
6,WSKPNG,dbs-web,text_format,NTOTP,no
6,WUVWBT,dbs-web,text_format,NT,no
6,WUVWBT,dbs-web,text_plain,NT,no
6,XALIBT,dbs-web,text_plain,NTOTP,no
6,XALIBT,dbs-web,text_format,NTOTP,no
6,XAVTBL,dbs-web,text_plain,NT,no
6,XAVTBL,dbs-web,text_format,NT,no
6,XBISSP,dbs-web,text_format,NTPOTP,no
6,XBISSP,dbs-web,text_plain,NTPOTP,no
6,XBIYAN,dbs-web,text_plain,NTPOTP,no
6,XBIYAN,dbs-web,text_format,NTPOTP,no
6,XEDWYI,dbs-web,text_format,NT,no
6,XEDWYI,dbs-web,text_plain,NT,no
7,XHOSAFN2DA,dbp-prod,audio_drama,NT,no
7,XHOSAFN2DA,dbp-prod,audio_drama,NT,no
6,XLAPNG,dbs-web,text_plain,NT,no
6,XLAPNG,dbs-web,text_format,NTOTP,no
6,XNROUB,dbs-web,text_plain,NT,no
6,XNROUB,dbs-web,text_format,NT,no
7,XNRSTYS1DA,dbp-prod,audio,S,no
7,XNRSTYS1DA,dbp-prod,audio,S,no
7,XOGBSUP2DV,dbp-vid,video_stream,NTP,no
7,XOGBSUP2DV,dbp-vid,video_stream,NTP,no
6,XONWBT,dbs-web,text_format,NT,no
6,XONWBT,dbs-web,text_plain,NT,no
6,XSITBL,dbs-web,text_plain,NTOTP,no
6,XSITBL,dbs-web,text_format,NTOTP,no
6,XTDTBL,dbs-web,text_format,NT,no
6,XTDTBL,dbs-web,text_plain,NT,no
6,XTMWBT,dbs-web,text_plain,NT,no
6,XTMWBT,dbs-web,text_format,NT,no
6,YAATBL,dbs-web,text_plain,NT,no
6,YAATBL,dbs-web,text_format,NT,no
6,YADTBL,dbs-web,text_format,NT,no
6,YADTBL,dbs-web,text_plain,NT,no
6,YALPBT,dbs-web,text_format,C,no
6,YALPBT,dbs-web,text_plain,NT,no
7,YANBSNN1DA,dbp-prod,audio,NT,no
7,YANBSNN1DA,dbp-prod,audio,NT,no
7,YANBSNN1DA16,dbp-prod,audio,NT,no
7,YANBSNN1DA16,dbp-prod,audio,NT,no
7,YANBSNN2DA,dbp-prod,audio_drama,NT,no
7,YANBSNN2DA,dbp-prod,audio_drama,NT,no
7,YANBSNN2DA16,dbp-prod,audio_drama,NT,no
7,YANBSNN2DA16,dbp-prod,audio_drama,NT,no
6,YAQTBL,dbs-web,text_format,NT,no
6,YAQTBL,dbs-web,text_plain,NT,no
6,YBYWBT,dbs-web,text_plain,NT,no
6,YBYWBT,dbs-web,text_format,NT,no
6,YCNWBT,dbs-web,text_plain,NT,no
6,YCNWBT,dbs-web,text_format,NT,no
6,YKAWBT,dbs-web,text_format,NTOTP,no
6,YKAWBT,dbs-web,text_plain,NTOTP,no
6,YLETBL,dbs-web,text_format,NT,no
6,YLETBL,dbs-web,text_plain,NT,no
6,YMLTBL,dbs-web,text_format,NT,no
6,YMLTBL,dbs-web,text_plain,NT,no
6,YONPNG,dbs-web,text_plain,NTOTP,no
6,YONPNG,dbs-web,text_format,NTOTP,no
6,YRBTBL,dbs-web,text_plain,NT,no
6,YRBTBL,dbs-web,text_format,NT,no
6,YREWBT,dbs-web,text_format,NT,no
6,YREWBT,dbs-web,text_plain,NT,no
6,YRKIBT,dbs-web,text_format,NTP,no
6,YRKIBT,dbs-web,text_plain,NTP,no
6,YSSWBT,dbs-web,text_format,NT,no
6,YSSWBT,dbs-web,text_plain,NT,no
6,YSSYYV,dbs-web,text_plain,NT,no
6,YSSYYV,dbs-web,text_format,NT,no
7,YUHRUV,dbp-prod,text_plain,NT,no
7,YUHRUV,dbp-prod,text_plain,NT,no
2,YUHUN2,dbp-prod,text_plain,C,no
2,YUHUNV,dbp-prod,text_format,NT,no
2,YUHUNV,dbp-prod,text_plain,C,no
7,YUHUVR,dbp-prod,text_plain,NT,no
7,YUHUVR,dbp-prod,text_plain,NT,no
7,YUHUVRN1DA,dbp-prod,audio,NT,no
7,YUHUVRN1DA,dbp-prod,audio,NT,no
6,YUJWBT,dbs-web,text_plain,NT,no
6,YUJWBT,dbs-web,text_format,NT,no
6,YUTWBT,dbs-web,text_plain,NT,no
6,YUTWBT,dbs-web,text_format,NTOTP,no
6,YUWPNG,dbs-web,text_plain,NT,no
6,YUWPNG,dbs-web,text_format,NT,no
7,YUZNTMP1DA,dbp-prod,audio,OTP,no
7,YUZNTMP1DA,dbp-prod,audio,OTP,no
6,YVATBL,dbs-web,text_format,NT,no
6,YVATBL,dbs-web,text_plain,NT,no
6,ZAATBL,dbs-web,text_format,NT,no
6,ZAATBL,dbs-web,text_plain,NT,no
7,ZABBTT,dbp-prod,text_plain,NT,no
7,ZABBTT,dbp-prod,text_plain,NT,no
7,ZABBTTP1DA,dbp-prod,audio,NTP,no
7,ZABBTTP1DA,dbp-prod,audio,NTP,no
6,ZABTBL,dbs-web,text_plain,NT,no
6,ZABTBL,dbs-web,text_format,NT,no
6,ZACSIM,dbs-web,text_plain,NT,no
6,ZACSIM,dbs-web,text_format,NT,no
6,ZADWBT,dbs-web,text_plain,NT,no
6,ZADWBT,dbs-web,text_format,NT,no
7,ZAINVSN1DA,dbp-prod,audio,NT,no
7,ZAINVSN1DA,dbp-prod,audio,NT,no
6,ZAITBL,dbs-web,text_format,NT,no
6,ZAITBL,dbs-web,text_plain,NT,no
7,ZAJUBSN1DA,dbp-prod,audio,NT,no
7,ZAJUBSN1DA,dbp-prod,audio,NT,no
7,ZAJUBSN1DA16,dbp-prod,audio,NT,no
7,ZAJUBSN1DA16,dbp-prod,audio,NT,no
7,ZAJUBSN2DA,dbp-prod,audio_drama,NT,no
7,ZAJUBSN2DA,dbp-prod,audio_drama,NT,no
7,ZAJUBSN2DA16,dbp-prod,audio_drama,NT,no
7,ZAJUBSN2DA16,dbp-prod,audio_drama,NT,no
6,ZAMILM,dbs-web,text_plain,NT,no
6,ZAMILM,dbs-web,text_format,NT,no
6,ZAOTBL,dbs-web,text_format,NT,no
6,ZAOTBL,dbs-web,text_plain,NT,no
6,ZARTBL,dbs-web,text_plain,NT,no
6,ZARTBL,dbs-web,text_format,NTOTP,no
6,ZASWYI,dbs-web,text_plain,NT,no
6,ZASWYI,dbs-web,text_format,NT,no
6,ZATWBT,dbs-web,text_plain,NTOTP,no
6,ZATWBT,dbs-web,text_format,NTOTP,no
6,ZAVTBL,dbs-web,text_format,NT,no
6,ZAVTBL,dbs-web,text_plain,NT,no
6,ZAWMVR,dbs-web,text_format,NT,no
6,ZAWMVR,dbs-web,text_plain,NT,no
7,ZAWMVRP2DV,dbp-vid,video_stream,NTP,no
7,ZAWMVRP2DV,dbp-vid,video_stream,NTP,no
7,ZAWSIM,dbp-prod,text_plain,NTP,no
7,ZAWSIM,dbp-prod,text_plain,NTP,no
7,ZAWSIMP1DA,dbp-prod,audio,NTP,no
7,ZAWSIMP1DA,dbp-prod,audio,NTP,no
6,ZCAWBT,dbs-web,text_format,NT,no
6,ZCAWBT,dbs-web,text_plain,NT,no
6,ZIAWBT,dbs-web,text_plain,NT,no
6,ZIAWBT,dbs-web,text_format,NT,no
6,ZLMCTX,dbs-web,text_format,NT,no
6,ZLMCTX,dbs-web,text_plain,NT,no
6,ZOSTBL,dbs-web,text_format,NT,no
6,ZOSTBL,dbs-web,text_plain,NT,no
6,ZPCTBL,dbs-web,text_plain,NT,no
6,ZPCTBL,dbs-web,text_format,NT,no
6,ZPIWYI,dbs-web,text_format,NT,no
6,ZPIWYI,dbs-web,text_plain,NT,no
6,ZPLTBL,dbs-web,text_plain,NT,no
6,ZPLTBL,dbs-web,text_format,NT,no
7,ZPMSIM,dbp-prod,text_plain,NT,no
7,ZPMSIM,dbp-prod,text_plain,NT,no
7,ZPMSIMP1DA,dbp-prod,audio,NTP,no
7,ZPMSIMP1DA,dbp-prod,audio,NTP,no
6,ZPMTBL,dbs-web,text_format,NT,no
